,county,license_number,operation_type,establishment_type,entity_name,dba_name,street_number,street_name,city,state,zip_code,square_footage,location,latitude,longitude
5375,Erie,728746,Store,JAC   ,EDRES ALI SALEH                  ,EXPRESS MINI MARKET,1201,WALDEN AVE              ,BUFFALO,NY,14211,1500,"1201 walden ave buffalo, ny 14211 42.907274, -78.791642",42.907274,-78.791642
5378,Erie,149433,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR 1551,1307,JEFFERSON AVE             ,BUFFALO,NY,14208,5000,"1307 jefferson ave buffalo, ny 14208 42.91067, -78.853985",42.91067,-78.853985
5379,Erie,140240,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR 2160,1459,KENSINGTON AVE            ,BUFFALO,NY,14215,12000,"1459 kensington ave buffalo, ny 14215 42.942402, -78.802725",42.942402,-78.802725
5380,Erie,706210,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR #28469,3364,BAILEY AVE                  ,BUFFALO,NY,14215,8600,"3364 bailey ave buffalo, ny 14215 42.946656, -78.813682",42.946656,-78.813682
5381,Erie,141069,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR 3113,492,GRANT ST                   ,BUFFALO,NY,14213,7200,"492 grant st buffalo, ny 14213 42.927428, -78.889428",42.927428,-78.889428
5382,Erie,140803,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR 3125,1909,S PARK AVE                ,BUFFALO,NY,14220,5500,"1909 s park ave buffalo, ny 14220 42.846621, -78.823708",42.846621,-78.823708
5383,Erie,727730,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR #31651,909,JEFFERSON AVE                ,BUFFALO,NY,14204,7899,"909 jefferson ave buffalo, ny 14204 42.899976, -78.85397",42.899976,-78.85397
5384,Erie,728910,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR #31878,127,SKILLEN ST                   ,BUFFALO,NY,14207,5000,"127 skillen st buffalo, ny 14207 42.959037, -78.894749",42.959037,-78.894749
5385,Erie,140884,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR 3197,1234,ABBOTT RD                 ,LACKAWANNA,NY,14218,6500,"1234 abbott rd lackawanna, ny 14218 42.830691, -78.805187",42.830691,-78.805187
5386,Erie,734180,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR #32093,121,RIDGE RD                     ,BUFFALO,NY,14218,0,"121 ridge rd buffalo, ny 14218 42.827486, -78.847102",42.827486,-78.847102
5388,Erie,142262,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR #3845,710,KENMORE AVE                ,BUFFALO,NY,14216,3500,"710 kenmore ave buffalo, ny 14216 42.958505, -78.844434",42.958505,-78.844434
5389,Erie,141109,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR #3949,2213,NIAGARA ST                ,BUFFALO,NY,14207,10000,"2213 niagara st buffalo, ny 14207 42.944332, -78.907272",42.944332,-78.907272
5390,Erie,142263,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR # 4516,1000,HERTEL AVE                ,BUFFALO,NY,14216,5000,"1000 hertel ave buffalo, ny 14216 42.947768, -78.871034",42.947768,-78.871034
5392,Erie,141340,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR 4665,265,W FERRY                    ,BUFFALO,NY,14213,7400,"265 w ferry buffalo, ny 14213 42.915242, -78.89186",42.915242,-78.89186
5394,Erie,141254,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR 4705,1770,BROADWAY                  ,BUFFALO,NY,14212,8000,"1770 broadway buffalo, ny 14212 42.897742, -78.808131",42.897742,-78.808131
5395,Erie,141303,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR 4740,2320,GENESEE ST                ,CHEEKTOWAGA,NY,14225,1700,"2320 genesee st cheektowaga, ny 14225 42.918854, -78.797612",42.918854,-78.797612
5396,Erie,141378,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR 4950,1185,GENESEE ST                ,BUFFALO,NY,14211,9000,"1185 genesee st buffalo, ny 14211 42.903766, -78.83584",42.903766,-78.83584
5398,Erie,142264,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR #5040,738,E DELAVAN AVE              ,BUFFALO,NY,14215,8000,"738 e delavan ave buffalo, ny 14215 42.922099, -78.829584",42.922099,-78.829584
5399,Erie,141470,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR 5132,438,SOUTH PARK AVE             ,BUFFALO,NY,14204,6000,"438 south park ave buffalo, ny 14204 42.871557, -78.863514",42.871557,-78.863514
5400,Erie,142610,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR 5242,2565,BAILEY AVE                ,BUFFALO,NY,14215,9000,"2565 bailey ave buffalo, ny 14215 42.92434, -78.813678",42.92434,-78.813678
5401,Erie,142267,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR #5273,670,S OGDEN ST                 ,BUFFALO,NY,14206,8000,"670 s ogden st buffalo, ny 14206 42.879769, -78.801213",42.879769,-78.801213
5407,Erie,142960,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR #8302,1384,MAIN ST                   ,BUFFALO,NY,14209,15000,"1384 main st buffalo, ny 14209 42.911458, -78.865855",42.911458,-78.865855
5410,Erie,142997,Store,A     ,FAMILY DOLLAR STORE OPERATIONS   ,FAMILY DOLLAR #8785,3231,S PARK AVE                ,LACKAWANNA,NY,14218,10000,"3231 s park ave lackawanna, ny 14218 42.812026, -78.823947",42.812026,-78.823947
5411,Erie,148707,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR  #895,459,WILLIAM ST                 ,BUFFALO,NY,14204,6000,"459 william st buffalo, ny 14204 42.885013, -78.855",42.885013,-78.855
5412,Erie,142247,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR ST #7610,2250,SENECA ST                 ,BUFFALO,NY,14210,7033,"2250 seneca st buffalo, ny 14210 42.851904, -78.805709",42.851904,-78.805709
5413,Erie,711358,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR STORE # 1,928,BROADWAY ST                ,BUFFALO,NY,14212,0,"928 broadway st buffalo, ny 14212 42.892802, -78.840181",42.892802,-78.840181
5415,Erie,711357,Store,A     ,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR STORE #90,333,AMHERST  ST                ,BUFFALO,NY,14207,3000,"333 amherst st buffalo, ny 14207 42.937677, -78.89143",42.937677,-78.89143
5416,Erie,149704,Store,JAC   ,ALKHOLAKI FADHLE&KHULAQI ALI     ,FAMILY FOOD MARKET,412,AUBURN AVE                   ,BUFFALO,NY,14213,1200,"412 auburn ave buffalo, ny 14213 42.918532, -78.88547",42.918532,-78.88547
5417,Erie,731047,Store,JAC   ,SIMKE INC                        ,FAMILY MART,660,ENGLEWOOD AVE                ,BUFFALO,NY,14223,1400,"660 englewood ave buffalo, ny 14223 42.964513, -78.843227",42.964513,-78.843227
5418,Erie,141428,Store,JABCH ,FAMOUS DOUGHNUTS INC             ,FAMOUS DOUGHNUTS,3043,MAIN ST                 ,BUFFALO,NY,14214,8000,"3043 main st buffalo, ny 14214 42.947814, -78.829581",42.947814,-78.829581
5419,Erie,149881,Store,JAC   ,SKUP ZENON                       ,FAMOUS HORSERADISH,999,BROADWAY ST                  ,BUFFALO,NY,14212,1000,"999 broadway st buffalo, ny 14212 42.893309, -78.837813",42.893309,-78.837813
5421,Erie,725214,Store,A     ,ALARQBAN AHMED S                 ,FARM FOOD MARKET,1021,E FERRY STREET              ,BUFFALO,NY,14211,2000,"1021 e ferry street buffalo, ny 14211 42.914468, -78.826226",42.914468,-78.826226
5422,Erie,725059,Store,JAC   ,2724 BAILEY AVE INC              ,FARM FRESH MARKET,2724,BAILEY AVE                  ,BUFFALO,NY,14215,3000,"2724 bailey ave buffalo, ny 14215 42.92897, -78.813666",42.92897,-78.813666
5423,Erie,734288,Store,A     ,SABTOW MADHEY U                  ,FARTUN EXPRESS STORE,860,TONAWANDA ST                 ,BUFFALO,NY,14207,1200,"860 tonawanda st buffalo, ny 14207 42.952012, -78.905001",42.952012,-78.905001
5424,Erie,723575,Store,JAC   ,FAST LINK INC                    ,FAST LINK,83,GRANT ST                      ,BUFFALO,NY,14213,1100,"83 grant st buffalo, ny 14213 42.916248, -78.890508",42.916248,-78.890508
5425,Erie,142105,Store,JAC   ,FASTRAC MARKETS LLC              ,FASTRAC MARKET 290,2751,BAILEY AVE                  ,BUFFALO,NY,14215,3000,"2751 bailey ave buffalo, ny 14215 42.929474, -78.813662",42.929474,-78.813662
5426,Erie,141438,Store,JAC   ,BJC 231 INC                      ,FAST STOP FOOD MART,326,MILITARY RD                  ,BUFFALO,NY,14207,3000,"326 military rd buffalo, ny 14207 42.945658, -78.891262",42.945658,-78.891262
5427,Erie,733566,Store,JAC   ,NAGI MUNASSR M                   ,FBN DELI,2289,FILLMORE AVE                ,BUFFALO,NY,14214,2200,"2289 fillmore ave buffalo, ny 14214 42.936272, -78.839226",42.936272,-78.839226
5430,Erie,149476,Store,JAC   ,FEDERAL MARKET CO INC            ,FEDERAL MEATS,2140,DELAWARE AVE                ,BUFFALO,NY,14216,2000,"2140 delaware ave buffalo, ny 14216 42.942506, -78.867898",42.942506,-78.867898
5440,Erie,141790,Store,JAC   ,FEEL RITE NATURAL FD SHOPPES INC ,FEEL RITE NATURAL FOOD,2141,DELAWARE AVE                ,BUFFALO,NY,14216,3000,"2141 delaware ave buffalo, ny 14216 42.94204, -78.867836",42.94204,-78.867836
5441,Erie,141011,Store,JAC   ,ABUHAMRA HANI H                  ,FERRY EXPRESS MART,966,E FERRY ST                   ,BUFFALO,NY,14211,1800,"966 e ferry st buffalo, ny 14211 42.91449, -78.828217",42.91449,-78.828217
5442,Erie,142764,Store,JAC   ,FERRY EXPRESS MART 4 INC         ,FERRY EXPRESS MART 4,2239,BAILEY AVE                  ,BUFFALO,NY,14211,2000,"2239 bailey ave buffalo, ny 14211 42.915307, -78.813704",42.915307,-78.813704
5443,Erie,141779,Store,JAC   ,ABUHAMRA HANI                    ,FERRY EXPRESS MART II,669,WALDEN AVE                   ,BUFFALO,NY,14211,2000,"669 walden ave buffalo, ny 14211 42.905188, -78.811363",42.905188,-78.811363
5444,Erie,142843,Store,JAC   ,FERRY EXPRESS V LLC              ,FERRY EXPRESS V,1507,FILLMORE AVE                ,BUFFALO,NY,14211,2500,"1507 fillmore ave buffalo, ny 14211 42.914927, -78.839136",42.914927,-78.839136
5445,Erie,141608,Store,JAC   ,ABDULLA OMAR S                   ,FILLMORE MINI MART,2189,FILLMORE AVE                ,BUFFALO,NY,14214,2500,"2189 fillmore ave buffalo, ny 14214 42.933502, -78.839247",42.933502,-78.839247
5446,Erie,140204,Store,JAC   ,MUTHANA SALEH                    ,FILLMORE UTICA FOOD MKT,1370-72,FILLMORE AVE             ,BUFFALO,NY,14211,1800,"1370 72 fillmore ave buffalo, ny 14211 42.911062, -78.839077",42.911062,-78.839077
5447,Erie,717956,Store,A     ,FIRST LADY BEAUTY SUPPLIES INC   ,FIRST LADY BEAUTY SUPPL,427,TONAWANDA ST                 ,BUFFALO,NY,14207,3000,"427 tonawanda st buffalo, ny 14207 42.940833, -78.899221",42.940833,-78.899221
5448,Erie,713290,Store,JAC   ,ALSADAM ALI                      ,FIRST LINE,1531,NIAGARA ST                  ,BUFFALO,NY,14213,850,"1531 niagara st buffalo, ny 14213 42.926483, -78.897801",42.926483,-78.897801
5450,Erie,142954,Store,A     ,SALEH TAREQ FOUAD                ,FM DELI GROCERY,407,PLYMOUTH AVE                 ,BUFFALO,NY,14213,1800,"407 plymouth ave buffalo, ny 14213 42.908249, -78.891868",42.908249,-78.891868
5451,Erie,716883,Store,JAC   ,MUNIRIA BROTHERS INC             ,FOODLAND,1105,BROADWAY SUITE 1            ,BUFFALO,NY,14212,1700,"1105 broadway buffalo, ny 14212 42.894117, -78.833962",42.894117,-78.833962
5453,Erie,140597,Store,JAC   ,MOHAMED SALEH K                  ,FOOD PLUS III MARKET,87,CLEVELAND DR                  ,CHEEKTOWAGA,NY,14215,2500,"87 cleveland dr cheektowaga, ny 14215 42.944123, -78.795828",42.944123,-78.795828
5454,Erie,710842,Store,JAC   ,FOOD PLUS MARKET LLC             ,FOOD PLUS MARKET,414,E AMHERST STREET             ,BUFFALO,NY,14215,0,"414 e amherst street buffalo, ny 14215 42.940101, -78.822135",42.940101,-78.822135
5455,Erie,725893,Store,JAC   ,FOREST BEVERAGE LLC              ,FOREST BEVERAGE,256,FOREST AVE                   ,BUFFALO,NY,14213,1200,"256 forest ave buffalo, ny 14213 42.927735, -78.889067",42.927735,-78.889067
5458,Erie,140171,Store,JAC   ,ORIGINAL FOWLERS CHOCOLATE CO INC,FOWLERS CHOCOLATE,100,RIVER ROCK DR        ,BUFFALO,NY,14207,11000,"100 river rock dr buffalo, ny 14207 42.946967, -78.898101",42.946967,-78.898101
5461,Erie,140589,Store,JAC   ,FRANKS INDEPENDENT SERVICE INC   ,FRANKS MOBIL,3198,MAIN ST                     ,BUFFALO,NY,14214,2000,"3198 main st buffalo, ny 14214 42.951125, -78.825975",42.951125,-78.825975
5462,Erie,733978,Store,JACH  ,PKB LLC                          ,FRONTIER BEVERAGE,127,GRANT STREET                 ,BUFFALO,NY,14213,1300,"127 grant street buffalo, ny 14213 42.91747, -78.890643",42.91747,-78.890643
5465,Erie,712124,Store,JAC   ,AHMED MOHAMED M                  ,GAS PLUS EXPRESS,3287,SOUTH PARK AVE              ,BUFFALO,NY,14218,800,"3287 south park ave buffalo, ny 14218 42.8104, -78.823941",42.8104,-78.823941
5466,Erie,140224,Store,A     ,GENERAL NUTRITION CORP           ,GENERAL NUTRITION,1,GALLERIA DR WALDEN GALLERIA    ,CHEEKTOWAGA,NY,14225,1800,"1 galleria dr cheektowaga, ny 14225 42.91609, -78.76343",42.91609,-78.76343
5469,Erie,140878,Store,A     ,GENERAL NUTRITION CORP           ,GENERAL NUTRITION 6259,2638,DELAWARE AVE                ,BUFFALO,NY,14216,1000,"2638 delaware ave buffalo, ny 14216 42.955501, -78.869304",42.955501,-78.869304
5472,Erie,725164,Store,JAC   ,GENESEE MINI MART EXPRESS INC    ,GENESEE MINI MART EXPRE,1522,GENESEE ST                  ,BUFFALO,NY,14211,1500,"1522 genesee st buffalo, ny 14211 42.908562, -78.823891",42.908562,-78.823891
5474,Erie,141499,Store,JAC   ,S&J&I CORP                       ,GETTY MART,1770,SENECA ST                   ,BUFFALO,NY,14210,1800,"1770 seneca st buffalo, ny 14210 42.861723, -78.818288",42.861723,-78.818288
5475,Erie,726316,Store,JAC   ,G & G MINI MART & DELI INC       ,G & G MINI MART & DELI,407,GRANT ST                     ,BUFFALO,NY,14213,900,"407 grant st buffalo, ny 14213 42.92508, -78.889733",42.92508,-78.889733
5478,Erie,730075,Store,A     ,GLORY MARKET LLC                 ,GLORY MARKET,472,ELMWOOD AVE            ,BUFFALO,NY,14222,800,"472 elmwood ave buffalo, ny 14222 42.910084, -78.877098",42.910084,-78.877098
5479,Erie,704157,Store,JAC   ,SALEH-SHAIBI SHARIF OMER         ,GO GAS STATION,930,GEORGE URBAN BLVD            ,CHEEKTOWAGA,NY,14225,1260,"930 george urban blvd cheektowaga, ny 14225 42.92125, -78.757865",42.92125,-78.757865
5480,Erie,142872,Store,JAC   ,GOLDEN BURMA ASIA FOODS INC      ,GOLDEN BURMA ASIA FOODS,92,GRANT ST                      ,BUFFALO,NY,14213,2200,"92 grant st buffalo, ny 14213 42.916331, -78.890516",42.916331,-78.890516
5481,Erie,729936,Store,JACH  ,GOLDEN CUP COFFEE COMPANY INC    ,GOLDEN CUP COFFEE COMP,1323,JEFFERSON AVENUE            ,BUFFALO,NY,14208,1500,"1323 jefferson avenue buffalo, ny 14208 42.911385, -78.853986",42.911385,-78.853986
5483,Erie,731231,Store,JAC   ,1065 TONAWANDA ST INC            ,GOLD STAR,1065,TONAWANDA ST                ,BUFFALO,NY,14207,2000,"1065 tonawanda st buffalo, ny 14207 42.957216, -78.907689",42.957216,-78.907689
5484,Erie,142012,Store,A     ,MUTHANA INC                      ,GOLD STAR GAS MART,1126,GENESEE ST                  ,BUFFALO,NY,14211,1000,"1126 genesee st buffalo, ny 14211 42.903393, -78.836728",42.903393,-78.836728
5486,Erie,147408,Store,JACH  ,GONDOLA BRAND MACARONI PRDCTS INC,GONDOLA BRAND,1985,NIAGARA ST                  ,BUFFALO,NY,14207,6000,"1985 niagara st buffalo, ny 14207 42.937988, -78.904028",42.937988,-78.904028
5487,Erie,725942,Store,JAC   ,GOOD DEALS 1 INC                 ,GOOD DEALS 1,609,RIDGE RD                 ,BUFFALO,NY,14218,900,"609 ridge rd buffalo, ny 14218 42.825789, -78.828928",42.825789,-78.828928
5489,Erie,727275,Store,JAC   ,GOOD YEAR AVE INC                ,GOOD YEAR AVE,1129,E FERRY AVE                 ,BUFFALO,NY,14211,1500,"1129 e ferry ave buffalo, ny 14211 42.914524, -78.822168",42.914524,-78.822168
5490,Erie,709375,Store,A     ,GORDON COMPANIES INC             ,GORDON COMPANIES,675,FILLMORE AVE             ,BUFFALO,NY,14212,5000,"675 fillmore ave buffalo, ny 14212 42.891786, -78.839262",42.891786,-78.839262
5491,Erie,724096,Store,JACD  ,GORDON RESTAURANT MARKET LLC     ,GORDON RESTAURANT MARKE,1959,ELMWOOD AVE                 ,BUFFALO,NY,14207,49000,"1959 elmwood ave buffalo, ny 14207 42.951307, -78.878196",42.951307,-78.878196
5492,Erie,732109,Store,JAC   ,AHMED ALI                        ,GP EXPRESS WEST INC,400,RHODE ISLAND STREET          ,BUFFALO,NY,14213,1900,"400 rhode island street buffalo, ny 14213 42.910969, -78.88684",42.910969,-78.88684
5494,Erie,142647,Store,JAC   ,FADEL NAGIB T                    ,GRANT&DELAVAN FAMILY MK,302,GRANT ST                     ,BUFFALO,NY,14213,1200,"302 grant st buffalo, ny 14213 42.922245, -78.890106",42.922245,-78.890106
5495,Erie,140540,Store,JAC   ,GG HOLDINGS INC                  ,GRANTS VARIETY SHOPPE,1055,E FERRY ST              ,BUFFALO,NY,14211,1500,"1055 e ferry st buffalo, ny 14211 42.914456, -78.824943",42.914456,-78.824943
5497,Erie,141690,Store,JAC   ,ADEN ENTERPRISES INC             ,GREEN FARM MARKET,351,POTOMAC AVE                  ,BUFFALO,NY,14213,2500,"351 potomac ave buffalo, ny 14213 42.924081, -78.886401",42.924081,-78.886401
5499,Erie,147008,Store,JACH  ,SCT&L RETAIL MERCHANTS INC       ,GUERCIO&SONS,250,GRANT ST                     ,BUFFALO,NY,14213,22200,"250 grant st buffalo, ny 14213 42.920679, -78.890309",42.920679,-78.890309
5501,Erie,712582,Store,JAC   ,TIWARE KALA K                    ,GULF FOOD MART,595,ONTARIO ST                   ,BUFFALO,NY,14207,500,"595 ontario st buffalo, ny 14207 42.958987, -78.895119",42.958987,-78.895119
5504,Erie,715047,Store,JAC   ,H&A GROCERY DELI INC             ,H&A GROCERY,2248,MAIN ST                     ,BUFFALO,NY,14214,1500,"2248 main st buffalo, ny 14214 42.930959, -78.848027",42.930959,-78.848027
5508,Erie,142560,Store,JAC   ,ABAZID OSAMAH A                  ,HAMPSHIRE EXPRESS,170,HAMPSHIRE ST                 ,BUFFALO,NY,14213,2000,"170 hampshire st buffalo, ny 14213 42.911489, -78.894947",42.911489,-78.894947
5509,Erie,731948,Store,JAC   ,HAMPSHIRE SAVE MORE MARKET INC   ,HAMPSHIRE SAVE MORE MAR,250,HAMPSHIRE ST                 ,BUFFALO,NY,14213,1400,"250 hampshire st buffalo, ny 14213 42.912805, -78.892385",42.912805,-78.892385
5511,Erie,142104,Store,JAC   ,HANZLIAN SAUSAGE INC             ,HANZLIANS HOMEMADE SAUS,2351,GENESEE ST                  ,CHEEKTOWAGA,NY,14225,7380,"2351 genesee st cheektowaga, ny 14225 42.919197, -78.796236",42.919197,-78.796236
5512,Erie,727495,Store,JAC   ,"CHMIELEWSKI SUSAN, NOE ERIN      ",HAPPY BABIES WHOLE FOOD,51,COLONIAL CIRCLE           ,BUFFALO,NY,14222,900,"51 colonial circle buffalo, ny 14222 42.920035, -78.881445",42.920035,-78.881445
5513,Erie,708748,Store,JAC   ,HAPPY HOUSE WAY INC              ,HAPPY HOUSE WAY,970,KENSINGTON AVE               ,BUFFALO,NY,14215,1000,"970 kensington ave buffalo, ny 14215 42.936082, -78.818279",42.936082,-78.818279
5515,Erie,142237,Store,JAC   ,HATIMY INC                       ,HATIMY MARKET,278,GRANT ST                     ,BUFFALO,NY,14213,1500,"278 grant st buffalo, ny 14213 42.921452, -78.890208",42.921452,-78.890208
5516,Erie,141478,Store,JAC   ,HEINTZ & WEBER CO INC            ,HEINTZ & WEBER CO,150,READING ST                   ,BUFFALO,NY,14220,12500,"150 reading st buffalo, ny 14220 42.840966, -78.830626",42.840966,-78.830626
5517,Erie,731632,Store,JAC   ,TATRO SINEAD                     ,HENDERSON MEAT MARKET,534,ABBOTT ROAD                  ,BUFFALO,NY,14220,0,"534 abbott road buffalo, ny 14220 42.848946, -78.813319",42.848946,-78.813319
5520,Erie,720315,Store,A     ,HICKORY FARMS INC                ,HICKORY FARMS #11205,1,GALLERIA DRWALDEN GALLERIA ,BUFFALO,NY,14225,0,"1 galleria buffalo, ny 14225 42.91609, -78.76343",42.91609,-78.76343
5525,Erie,140262,Store,JAC   ,KAAID LEEMAH                     ,HIGH STREET DELI,195,HIGH ST                      ,BUFFALO,NY,14204,2500,"195 high st buffalo, ny 14204 42.900293, -78.861842",42.900293,-78.861842
5530,Erie,149724,Store,JABC  ,HOLLEY FARMS INC                 ,HOLLEY FARMS,424,PEARL ST                     ,BUFFALO,NY,14202,2900,"424 pearl st buffalo, ny 14202 42.890883, -78.873898",42.890883,-78.873898
5532,Erie,141089,Store,JAC   ,NAGI AHMED NAGI NASHER           ,HOLLY FARM MARKET II,281,E DELAVAN AVE                ,BUFFALO,NY,14208,2000,"281 e delavan ave buffalo, ny 14208 42.921996, -78.846744",42.921996,-78.846744
5534,Erie,149151,Store,JAC   ,HOTHARA FOOD MARKET INC          ,HOTARA FOOD MARKET,177,FRENCH ST                    ,BUFFALO,NY,14211,1800,"177 french st buffalo, ny 14211 42.91039, -78.832183",42.91039,-78.832183
5535,Erie,702410,Store,JAC   ,MON HTARNI                       ,HTARNI SORN ASIAN MARKE,472,ONTARIO ST                   ,BUFFALO,NY,14207,3300,"472 ontario st buffalo, ny 14207 42.956434, -78.897505",42.956434,-78.897505
5536,Erie,733401,Store,A     ,SALLEH DUBAISHI M                ,HUNT MINI MART,721,TONAWANDA ST                 ,BUFFALO,NY,14207,2000,"721 tonawanda st buffalo, ny 14207 42.948442, -78.903157",42.948442,-78.903157
5537,Erie,142891,Store,JAC   ,I&A FOOD MARKET LLC              ,I&A FOOD MARKET,1445,E DELAVAN AVE               ,BUFFALO,NY,14215,1500,"1445 e delavan ave buffalo, ny 14215 42.922756, -78.803196",42.922756,-78.803196
5538,Erie,140859,Store,JABC  ,HAMYAR FOOD CORP                 ,IGA TOWNE GARDENS,449,WILLIAM ST                   ,BUFFALO,NY,14204,11000,"449 william st buffalo, ny 14204 42.885012, -78.855079",42.885012,-78.855079
5539,Erie,734193,Store,JAC   ,3039 BAILEY AVENUE IMPERIAL INC  ,IMPERIAL FOOD MARKET,3045,BAILEY AVE                  ,BUFFALO,NY,14215,8000,"3045 bailey ave buffalo, ny 14215 42.93755, -78.813652",42.93755,-78.813652
5540,Erie,718962,Store,JAC   ,DOAT STOP CORPORATION            ,INDOPAK BANGLA BAZAR,525,DOAT ST                      ,BUFFALO,NY,14211,10001,"525 doat st buffalo, ny 14211 42.909786, -78.801275",42.909786,-78.801275
5541,Erie,718965,Store,JAC   ,AJAY SONNY INC                   ,IN & OUT MART,1981,FILLMORE AVE                ,BUFFALO,NY,14214,2200,"1981 fillmore ave buffalo, ny 14214 42.927987, -78.839299",42.927987,-78.839299
5543,Erie,732206,Store,JAC   ,IRISH COMPANIES INC              ,IRISH COMPANIES,1206,CLINTON STREET        ,BUFFALO,NY,14206,0,"1206 clinton street buffalo, ny 14206 42.876149, -78.830665",42.876149,-78.830665
5546,Erie,142130,Store,A     ,HASSAN MOTAHAR                   ,ISLAND MINI MART,232,W FERRY ST                   ,BUFFALO,NY,14213,1000,"232 w ferry st buffalo, ny 14213 42.91521, -78.893006",42.91521,-78.893006
5547,Erie,142765,Store,A     ,AYASH AHMED M                    ,ISLAND THE,1635,GENESEE ST                  ,BUFFALO,NY,14211,1000,"1635 genesee st buffalo, ny 14211 42.910004, -78.820279",42.910004,-78.820279
5548,Erie,734051,Store,JAC   ,NAGI IZZADDIN A                  ,IZZYS FOOD MARKET,1174,WALDEN AVE                  ,BUFFALO,NY,14211,1500,"1174 walden ave buffalo, ny 14211 42.907219, -78.792627",42.907219,-78.792627
5549,Erie,733128,Store,JAC   ,KRAJEWSKI JACLYN                 ,JACLYN A ARTISAN CHOCOL,41,WEST TUPPER                   ,BUFFALO,NY,14202,1000,"41 west tupper buffalo, ny 14202 42.893615, -78.873566",42.893615,-78.873566
5551,Erie,716041,Store,JAC   ,PORCHER JAMES ALAN               ,JAMES CENTER,65,NIAGARA SQUARE                ,BUFFALO,NY,14202,800,"65 niagara square buffalo, ny 14202 42.886531, -78.878773",42.886531,-78.878773
5552,Erie,149669,Store,JAD   ,JAMES DESIDERIO INC              ,JAMES DESIDERIO,550,BAILEY AVE                   ,BUFFALO,NY,14206,100000,"550 bailey ave buffalo, ny 14206 42.870527, -78.821076",42.870527,-78.821076
5553,Erie,142834,Store,A     ,NOMAN JAMIL                      ,JAMILS DELI MART,39,HOLLAND AVE                   ,LACKAWANNA,NY,14218,500,"39 holland ave lackawanna, ny 14218 42.825769, -78.842358",42.825769,-78.842358
5555,Erie,142597,Store,JAC   ,JAWANI INC                       ,JAWANI MARKET,1426,FILLMORE AVE                ,BUFFALO,NY,14211,3500,"1426 fillmore ave buffalo, ny 14211 42.912508, -78.839077",42.912508,-78.839077
5556,Erie,720783,Store,JAC   ,DOLNICK REE Y                    ,JECA ENERGY BAR CO,956,ABBOTT RD              ,BUFFALO,NY,14220,0,"956 abbott rd buffalo, ny 14220 42.838256, -78.80757",42.838256,-78.80757
5557,Erie,142749,Store,JAC   ,AHMED MOHSEN A                   ,JEFFERSON EXPRESS MART,749,JEFFERSON AVE                ,BUFFALO,NY,14204,1628,"749 jefferson ave buffalo, ny 14204 42.895515, -78.853965",42.895515,-78.853965
5558,Erie,149555,Store,JAC   ,ALMANSOB MUSLEH ALI              ,JEFFERSON FOOD MARKET,1614-1616,JEFFERSON AVE          ,BUFFALO,NY,14208,1500,"1614 1616 jefferson ave buffalo, ny 14208 42.919231, -78.853984",42.919231,-78.853984
5559,Erie,709914,Store,JAC   ,AMIN YASMIN                      ,JERUSALEM HALAL MARKET,1146,HERTEL AVE                  ,BUFFALO,NY,14216,3000,"1146 hertel ave buffalo, ny 14216 42.947761, -78.865634",42.947761,-78.865634
5561,Erie,140347,Store,JAC   ,WHITE ARROW SERVICE STATIONS INC ,JIMS TRUCK PLAZA,2125,WALDEN AVE                  ,CHEEKTOWAGA,NY,14225,5000,"2125 walden ave cheektowaga, ny 14225 42.907361, -78.757368",42.907361,-78.757368
